187	800.886	4.735
188	796.651	4.762
189	792.352	4.67
190	788.169	4.576
191	783.92	4.602
192	779.667	4.63
193	775.41	4.655
194	771.149	4.682
195	766.884	4.708
196	762.615	4.735
197	758.341	4.761
198	754.064	4.786
199	749.782	4.814
200	745.498	4.84
201	741.156	4.759
202	736.917	4.679
203	732.621	4.704
204	728.322	4.729
205	724.019	4.755
206	719.714	4.782
207	715.404	4.807
208	711.092	4.833
209	706.776	4.858
210	702.457	4.884
211	698.136	4.91
212	693.811	4.937
213	689.419	4.833
214	685.154	4.727
215	680.822	4.753
216	676.486	4.777
217	672.148	4.803
218	667.808	4.828
219	663.466	4.852
220	659.12	4.877
221	654.773	4.902
222	650.424	4.927
223	646.072	4.953
224	641.718	4.978
225	637.296	4.869
226	633.006	4.758
227	628.646	4.782
228	624.285	4.807
229	619.922	4.83
230	615.558	4.855
231	611.192	4.879
232	606.824	4.903
233	602.455	4.927
234	598.084	4.952
235	593.713	4.976
236	589.34	4.999
237	584.906	4.906
238	580.59	4.809
239	576.214	4.833
240	571.836	4.857
241	567.458	4.88
242	563.08	4.904
243	558.699	4.926
244	554.318	4.95
245	549.937	4.97
246	545.555	4.99
247	541.173	5.02
248	536.789	5.04
249	532.345	4.94
250	528.022	4.84
251	523.638	4.86
252	519.253	4.88
253	514.868	4.91
254	510.483	4.93
255	506.098	4.95
256	501.713	4.97
257	497.328	5
258	492.943	5.02
259	488.558	5.04
260	484.174	5.06
261	479.726	4.96
262	475.405	4.86
263	471.022	4.88
264	466.639	4.9
265	462.255	4.92
266	457.872	4.94
267	453.491	4.96
268	449.11	4.99
269	444.729	5.01
270	440.349	5.03
271	435.971	5.05
272	431.593	5.07
273	427.161	4.99
274	422.838	4.9
275	418.463	4.92
276	414.089	4.94
277	409.716	4.96
278	405.344	4.98
279	400.974	5
280	396.604	5.02
281	392.235	5.05
282	387.868	5.07
283	383.503	5.09
284	379.138	5.11
285	374.708	5
286	370.413	4.88
287	366.053	4.9
288	361.695	4.92
289	357.339	4.94
290	352.984	4.96
291	348.631	4.98
292	344.279	5
293	339.93	5.02
294	335.581	5.04
295	331.235	5.06
296	326.892	5.08
297	322.494	4.99
298	318.21	4.89
299	313.872	4.91
300	309.536	4.93
301	305.202	4.95
302	300.871	4.97
303	296.542	4.99
304	292.215	5.01
305	287.89	5.03
306	283.567	5.05
307	279.247	5.07
308	274.929	5.09
309	270.556	4.99
310	266.301	4.89
311	261.991	4.91
312	257.683	4.93
313	253.379	4.95
314	249.076	4.97
315	244.776	4.98
316	240.478	5
317	236.184	5.02
318	231.892	5.04
319	227.603	5.06
320	223.316	5.07
321	219.034	5.09
322	214.694	4.99
323	210.477	4.89
324	206.202	4.91
325	201.931	4.93
326	197.662	4.94
327	193.396	4.96
328	189.134	4.98
329	184.875	5
330	180.618	5.01
331	176.365	5.03
332	172.115	5.05
333	167.869	5.07
334	163.625	5.08
335	159.325	4.98
336	155.148	4.88
337	150.915	4.89
338	146.685	4.91
339	142.458	4.93
340	138.234	4.94
341	134.015	4.96
342	129.798	4.98
343	125.585	4.99
344	121.375	5.01
345	117.169	5.03
346	112.967	5.04
347	108.768	5.06
348	104.512	4.95
349	100.38	4.84
350	96.192	4.86
351	92.007	4.88
352	87.827	4.89
